headline,cleaned_headline,char_count,word_count,avg_word_length,quote_count,exclamation_count,question_mark_count,is_sarcastic
"He may not hate it, but he sure does some strange things WRT it. For example: his World Apology Tour 2009. emoticon_rolleyes",he may not hate it but he sure does some strange things wrt it for example his world apology tour emoticon_rolleyes,124,22,4.681818181818182,0,0,0,0
"I don't think people have a right to kills themselves (obviously not natural and obviously not legal right now). As for the other question, I wouldn't think a blatent disregard for the others health is morally ok.",i do not think people have a right to kills themselves obviously not natural and obviously not legal right now as for the other question i would not think a blatent disregard for the others health is morally ok,213,37,4.783783783783784,2,0,0,0
"They didn't. Simple as that.Now, let's look at the post you keep quoting (although it has already been addressed by others).First one, Job 40: 15-24, seems to describe a Hippo (possibly an elephant).As to the second one, please show me a fire breathing dinosaur and you'll be in business with your claim that they described dinosaurs. Otherwise, there'll be quite a bit of mocking and scoffing at their claim of fire-breathing creatures.Aside from the fire breathing thing, it sort of sounds like the Nile Crocodile or something of the sort.",they did not simple as thatnow let us look at the post you keep quoting although it has already been addressed by othersfirst one job seems to describe a hippo possibly an elephantas to the second one please show me a fire breathing dinosaur and you will be in business with your claim that they described dinosaurs otherwise therell be quite a bit of mocking and scoffing at their claim of firebreathing creaturesaside from the fire breathing thing it sort of sounds like the nile crocodile or something of the sort,541,90,5.022222222222222,4,0,0,0
"**Excuse me, walkingfish, for butting in, but I'd like to reiterate my point to schuster that Darwin's theory of ""Natural Selection"" is just an outgrowth of an ancient social rationalization for unequal distribution political/economic power and privilege, (that is, social elitism, aristocracy and racism), falsely and anthropomorphically applied to non-human life.",excuse me walkingfish for butting in but i would like to reiterate my point to schuster that darwins theory of natural selection is just an outgrowth of an ancient social rationalization for unequal distribution politicaleconomic power and privilege that is social elitism aristocracy and racism falsely and anthropomorphically applied to nonhuman life,365,51,6.176470588235294,4,0,0,0
"And the reasons have been discussed at length and most of us agree about the mother's life being endangered or possibly in cases of rape and incest.........Where we disagree with you is unecessary abortions...such as for birth control, a headache on just and inconveniencce........You think any abortion is alright...We don't.....",and the reasons have been discussed at length and most of us agree about the mothers life being endangered or possibly in cases of rape and incestwhere we disagree with you is unecessary abortionssuch as for birth control a headache on just and inconveniencceyou think any abortion is alrightwe do not,330,50,5.62,2,0,0,0
"""Babies"" are a stage reached after birth. If you are talking about abortions, then no babies are involved, anti-choice, histrionic revisionist linguistics none withstanding",babies are a stage reached after birth if you are talking about abortions then no babies are involved antichoice histrionic revisionist linguistics none withstanding,172,24,6.208333333333333,2,0,0,0
"Actually, we do. These inconsistant laws are a product of pro-life people trying to create a stepping stone to a national ban.
 
 Crimes against pregnant women should warrant a more serious offense, not an entirely new offense.",actually we do these inconsistant laws are a product of prolife people trying to create a stepping stone to a national ban crimes against pregnant women should warrant a more serious offense not an entirely new offense,229,37,5.081081081081081,0,0,0,0
"We're legally dead when we no longer mentally exist (hence the term ""brain-dead""), so there is no logical reason to set the beginning point as anything other than the start of the mental existence. Just as people who are dead and without mental existence do not have the ability to obtain rights, a collection of human cells without a mental existence cannot obtain rights. I also notice you have resorted to attacking other people's views rather than following the topic of the thread, which is to share YOUR views. emoticonXBanghead",we are legally dead when we no longer mentally exist hence the term braindead so there is no logical reason to set the beginning point as anything other than the start of the mental existence just as people who are dead and without mental existence do not have the ability to obtain rights a collection of human cells without a mental existence cannot obtain rights i also notice you have resorted to attacking other peoples views rather than following the topic of the thread which is to share your views emoticonxbanghead,534,90,4.944444444444445,4,0,0,0
"That's not entirely true. For example, a country that isn't already saturated with, say, handguns, would imo greatly suffer if handguns were suddenly legalised. Banning handguns in a country that is saturated already, is imo, idiotic.
 
 -Wez",that is not entirely true for example a country that is not already saturated with say handguns would imo greatly suffer if handguns were suddenly legalised banning handguns in a country that is saturated already is imo idiotic wez,244,37,5.486486486486487,2,0,0,0
"I think they have more of a chance becasue, while many manage to delude themselves into believing that an unborn child is not a baby, it would be much more difficult to convince yourself that a crying baby isn't a baby. Even in the animal kingdom (which we are all part of) you see some animals hesitate to kill the young of their own species. Evne coyotes will not generally kill a pup (I have even seen a pack of coyoptes pass a domestic pup without killing it, though they could have. I am told this is because of the stubby nose, which shows the coyotes that it is, indeed, a puppy, even though it looks unfamiliar to them).",i think they have more of a chance becasue while many manage to delude themselves into believing that an unborn child is not a baby it would be much more difficult to convince yourself that a crying baby is not a baby even in the animal kingdom which we are all part of you see some animals hesitate to kill the young of their own species evne coyotes will not generally kill a pup i have even seen a pack of coyoptes pass a domestic pup without killing it though they could have i am told this is because of the stubby nose which shows the coyotes that it is indeed a puppy even though it looks unfamiliar to them,628,119,4.285714285714286,1,0,0,0
"1. When their mind develops and begins working.
 2. When their mind stops working.
 3. No, it should not, at least until its mind develops.
 4. No, they are no longer living, and cannot exist without their brain.",when their mind develops and begins working when their mind stops working no it should not at least until its mind develops no they are no longer living and cannot exist without their brain,215,38,4.526315789473684,0,0,0,0
"Yes, but all concepts of right or wrong are subjective.",yes but all concepts of right or wrong are subjective,55,10,4.6,0,0,0,0
"But the difference is, if you take a swing and hit someone, or harm them in a worse way, you can get locked up for it. But no cop is going to bar the door to a chapel where you get married to a same-sex partner, and you won't be arrested afterwards. Yes, it's completely legal for you to do that, right now.Apples and oranges.",but the difference is if you take a swing and hit someone or harm them in a worse way you can get locked up for it but no cop is going to bar the door to a chapel where you get married to a samesex partner and you will not be arrested afterwards yes it is completely legal for you to do that right nowapples and oranges,326,65,4.030769230769231,2,0,0,0
"Yes because it is ""officially"" a life.Whether a person believes in life at conception or not they all agree it is life at birth and half way through life it is still life and right before death it is still life.If she does not want the child she can refrain from sex,use a contraceptive or abortion.If he does not want it he can refrain from sex (not likely for men),use a condom (not a guarantee to work),have surgery (hard to reverse) but that is it.So if he was to use a condom and get her pregnant she still has the last option.",yes because it is officially a lifewhether a person believes in life at conception or not they all agree it is life at birth and half way through life it is still life and right before death it is still lifeif she does not want the child she can refrain from sexuse a contraceptive or abortionif he does not want it he can refrain from sex not likely for menuse a condom not a guarantee to workhave surgery hard to reverse but that is itso if he was to use a condom and get her pregnant she still has the last option,532,102,4.2254901960784315,2,0,0,0
"I know something of philosophy, and feel free to use Kant to refute me. I did not say God is necessary for a moral code to exist, I said some sort of Supreme Being is necessary for a moral code to exist objectively outside the human mind.What is your support that we do not know whether it is a person or not morally? I tell you now, a fetus is not morally a person to me. There, you are refuted.",i know something of philosophy and feel free to use kant to refute me i did not say god is necessary for a moral code to exist i said some sort of supreme being is necessary for a moral code to exist objectively outside the human mindwhat is your support that we do not know whether it is a person or not morally i tell you now a fetus is not morally a person to me there you are refuted,396,80,3.9625,0,0,1,0
So? There are other articles and books that do. Is your link the ultimate authority on the cause of crime?,so there are other articles and books that do is your link the ultimate authority on the cause of crime,106,20,4.35,0,0,2,0
"Yes. I know of no one who agrees with all government policies, or all of the premesis that they're based on. But we do all agree (or at least almost all) that we need some method for forming those policies. Compromises must be made. A religious secularist could believe, for example, that if we allow religious beliefs to dictate policy than it's just a matter of time before general religious freedom is compromised for all but those who follow the religion of the ruling party. Rather than risk that they would think it an acceptable compromise to have some policies that they don't agree with, as long as they don't actively compromise their faith. ",yes i know of no one who agrees with all government policies or all of the premesis that they are based on but we do all agree or at least almost all that we need some method for forming those policies compromises must be made a religious secularist could believe for example that if we allow religious beliefs to dictate policy than it is just a matter of time before general religious freedom is compromised for all but those who follow the religion of the ruling party rather than risk that they would think it an acceptable compromise to have some policies that they do not agree with as long as they do not actively compromise their faith,652,114,4.719298245614035,4,0,0,0
"Even new Justice Sotomayor, who claimed she ruled by precedent will be bound by the Heller Decision if she remains true to her purported philosophy. The debate between Sui Juris and Res Judicia should no longer be an issue with the liberals on this RIGHT! It either applies to all or it applies to none which would result as Justice W.O. Douglas wrote: ""a revolution"". It is in the government's (federal especially) best interests to keep our soldiers employed in foreign countries. BTW, I think the court decision in Nunn vs. State of Georgia did the best summation of this right!",even new justice sotomayor who claimed she ruled by precedent will be bound by the heller decision if she remains true to her purported philosophy the debate between sui juris and res judicia should no longer be an issue with the liberals on this right it either applies to all or it applies to none which would result as justice wo douglas wrote a revolution it is in the governments federal especially best interests to keep our soldiers employed in foreign countries btw i think the court decision in nunn vs state of georgia did the best summation of this right,581,101,4.762376237623762,3,2,0,0
"What?! Then how do we discount the Gospel of Thomas or any of the gnostic gospels? How are they wrong and the canonical gospels true? If historians held the ""it does not matter what the document contains"" standard, there'd be no knowing anything.",what then how do we discount the gospel of thomas or any of the gnostic gospels how are they wrong and the canonical gospels true if historians held the it does not matter what the document contains standard thered be no knowing anything,246,43,4.744186046511628,3,1,3,0
Could you please cite where you are getting this biological definition of evolution?,could you please cite where you are getting this biological definition of evolution,84,13,5.538461538461538,0,0,1,0
"I believe the Congress in Mass is still fighting what their Supreme Court did and I am pretty sure they will be trying to pass and amendment there in the next year...........
 
 It will be very interesting to see what happens..............",i believe the congress in mass is still fighting what their supreme court did and i am pretty sure they will be trying to pass and amendment there in the next year it will be very interesting to see what happens,241,41,4.780487804878049,0,0,0,0
Of course the bolshevik revolution was doomed from the start as Russia was not indsutrialised and the revolution was imposed by a minority of the bourgeoisie rather than a mass movement of the proletariat (not that there was a proletariat in Russia at the time).,of course the bolshevik revolution was doomed from the start as russia was not indsutrialised and the revolution was imposed by a minority of the bourgeoisie rather than a mass movement of the proletariat not that there was a proletariat in russia at the time,262,45,4.844444444444444,0,0,0,0
"Hey, as Collin said, P.Z. registered, and got it. I would say that booting him out is the height of hypocrisy. It confirms to be that it is based on a lie, and the producer knows it. The movie was making a claim that the 'opposition' was silencing I.D., and the presentation of alternate ideas. Yet, what do they do? They kicked someone out they INTERVIEWED for the movie (based on false pretenses to be sure, but they did pay him for appearing in the movie).That sounds that THEY are the ones trying to suppress opposing ideas, not science. Yes, they had the legal right. But, boy did it put egg on their face, considering everything. It shows them to be hypocrites and liars.",hey as collin said pz registered and got it i would say that booting him out is the height of hypocrisy it confirms to be that it is based on a lie and the producer knows it the movie was making a claim that the opposition was silencing id and the presentation of alternate ideas yet what do they do they kicked someone out they interviewed for the movie based on false pretenses to be sure but they did pay him for appearing in the moviethat sounds that they are the ones trying to suppress opposing ideas not science yes they had the legal right but boy did it put egg on their face considering everything it shows them to be hypocrites and liars,677,124,4.467741935483871,2,0,1,0
You don't even take into consideration the possibility that Japan could have a higher mass murder rate- perhaps the same as the US- if guns were freely available in that country. You have a lot of explaining to do if you expect me to buy what you're trying to peddle. ,you do not even take into consideration the possibility that japan could have a higher mass murder rate perhaps the same as the us if guns were freely available in that country you have a lot of explaining to do if you expect me to buy what you are trying to peddle,268,50,4.36,2,0,0,0
I think you are on to something.The problem I see is that any proponent of a plan such as this will have toi take on both the health insurance lobby and the pharma lobby and their bottomless well of $$$ and propaganda.Here's hoping now that there's a new sheriff in town.,i think you are on to somethingthe problem i see is that any proponent of a plan such as this will have toi take on both the health insurance lobby and the pharma lobby and their bottomless well of and propagandaheres hoping now that there is a new sheriff in town,271,51,4.333333333333333,2,0,0,0
"Yes. We all ask this question of creationists who propose that the universe was created out of nothing - poof! But science doesn't try to answer that question. We do know that the universe began expanding about 13.7 billion years ago. What went before that and the cause for the expansion isn't known and at present, and may never be knowable. However, we do know that particles can and do spring into existence from nothing, for no apparent reason. Google ""Casimir effect"" and read about one example. Wikipedia will probably be the 3rd entry. This something from nothing is an effect from the zero-point energy of a vacuum.",yes we all ask this question of creationists who propose that the universe was created out of nothing poof but science does not try to answer that question we do know that the universe began expanding about billion years ago what went before that and the cause for the expansion is not known and at present and may never be knowable however we do know that particles can and do spring into existence from nothing for no apparent reason google casimir effect and read about one example wikipedia will probably be the rd entry this something from nothing is an effect from the zeropoint energy of a vacuum,624,108,4.787037037037037,4,1,0,0
"That's EXACTLY the point. Regardless of whether or not human minds think differently, whichever mind produced and agrees that 2+2=4 is absolutely correct, the rest are wrong. We know this because we can observe and test the concept in the physical world and prove that it is true. This goes for just about anything, dissention in the face of facts does not change the facts.IMHO, this invalidates your claim that something produced in the human mind is not absolute due to some human minds being contradictory.",that is exactly the point regardless of whether or not human minds think differently whichever mind produced and agrees that is absolutely correct the rest are wrong we know this because we can observe and test the concept in the physical world and prove that it is true this goes for just about anything dissention in the face of facts does not change the factsimho this invalidates your claim that something produced in the human mind is not absolute due to some human minds being contradictory,510,86,4.941860465116279,1,0,0,0
"Actually, the answer might depend more on the nature of the question, or the particular religious cult of the person being asked, etc. In questions of science, fundamentalists will tell you that the answer was revealed to them by their god in their holy scripture.On the other hand, you are characterizing religion as insanity. I think that you really mean that when religion is offered as science, then that is insane.",actually the answer might depend more on the nature of the question or the particular religious cult of the person being asked etc in questions of science fundamentalists will tell you that the answer was revealed to them by their god in their holy scriptureon the other hand you are characterizing religion as insanity i think that you really mean that when religion is offered as science then that is insane,419,71,4.915492957746479,0,0,0,0
"The link takes me to the USA Today site but gives a message ""The requested document was not found"".
 
 Please post the article.",the link takes me to the usa today site but gives a message the requested document was not found please post the article,129,23,4.434782608695652,2,0,0,0
"Because the correct alternative to the best naturalistic explanation scientists have come up with so far may well be an even better naturalistic explanation, not divine intervention.",because the correct alternative to the best naturalistic explanation scientists have come up with so far may well be an even better naturalistic explanation not divine intervention,182,27,5.777777777777778,0,0,0,0
Ludacris and many others in the hip hop scene disrespect women with their lyrics and videos. Much of what hip hop puts out contributes to unwanted pregnancies.,ludacris and many others in the hip hop scene disrespect women with their lyrics and videos much of what hip hop puts out contributes to unwanted pregnancies,159,27,4.925925925925926,0,0,0,0
You can forget the loaded language including false notions of progress. Lifeforms are evolving by way of purely physical and chemical mechanisms.,you can forget the loaded language including false notions of progress lifeforms are evolving by way of purely physical and chemical mechanisms,145,22,5.636363636363637,0,0,0,0
"Again, modern birds seem to do fine as do gliding mammals such as flying squirrels.",again modern birds seem to do fine as do gliding mammals such as flying squirrels,83,15,4.6,0,0,0,0
"Well, the question I am asking is for you to provide a valid scientific prediction based on creationism.",well the question i am asking is for you to provide a valid scientific prediction based on creationism,104,18,4.833333333333333,0,0,0,0
"No. It steps firmly in the realm of REALITY Jyoshu.Have you never heard people talk about how police in an area respond in X amount of time for one situation, but for a different situation, like in a neighborhood predominantly black or gay or ___, the response time is four times as long?Have you never heard of how there have been cases where people have died because they tried to get medical help at the ""white"" hospital?Or how about you read about THIS case and tell me that these concerns aren't real...",no it steps firmly in the realm of reality jyoshuhave you never heard people talk about how police in an area respond in x amount of time for one situation but for a different situation like in a neighborhood predominantly black or gay or ___ the response time is four times as longhave you never heard of how there have been cases where people have died because they tried to get medical help at the white hospitalor how about you read about this case and tell me that these concerns are not real,508,92,4.532608695652174,3,0,2,0
"So everyone thinks that ""evolutionists"" should seize power or something? If that is true, it is because evolution is very widely accepted.",so everyone thinks that evolutionists should seize power or something if that is true it is because evolution is very widely accepted,138,22,5.318181818181818,2,0,1,0
"Yes and no. Metaphorical creationism can't be disproved period as there are no hard facts to disprove. Literal creationism can be disproven on a number of factors, from the timeline, to events such as the flood.",yes and no metaphorical creationism cannot be disproved period as there are no hard facts to disprove literal creationism can be disproven on a number of factors from the timeline to events such as the flood,211,36,4.888888888888889,1,0,0,0
"Well, we can agree to disagree on that one. I won't bother putting it to a vote :)",well we can agree to disagree on that one i will not bother putting it to a vote,82,18,3.611111111111111,1,0,0,0
"I think hip hop and the arts are reflections of society. It is good to bring these issues to light, if only so that those who wouldn't normally be aware of them are enlightened.",i think hip hop and the arts are reflections of society it is good to bring these issues to light if only so that those who would not normally be aware of them are enlightened,177,34,4.235294117647059,1,0,0,0
"Hi Joe, welcome to the forum. I must warn you though that you have argued so perfectly and similarly all of the points I just argued on another thread about abortion, that some people around here might just accuse you of being me with a new handle. No problem though, I hope you have better luck than I did. emoticonXSmilie",hi joe welcome to the forum i must warn you though that you have argued so perfectly and similarly all of the points i just argued on another thread about abortion that some people around here might just accuse you of being me with a new handle no problem though i hope you have better luck than i did emoticonxsmilie,323,60,4.4,0,0,0,0
"Total of denials = 761,814  
 
 Violent Crime and Murder rate decreased.
   Crime in the United States -- by Volume and Rate per 100,000 Inhabitants, 1989&#8211;2008",total of denials violent crime and murder rate decreased crime in the united states by volume and rate per inhabitants,168,25,5.32,0,0,0,0
"Actually, this data point is perfectly meaningless.NONE of the other information (or the conclusions) presented in this talk require ""26"".If we made it 260, does it change ANY of the other conclusions? No.A failure to recognize non-sequitur data tidbits is usually indicative of an argument that includes other errors.",actually this data point is perfectly meaninglessnone of the other information or the conclusions presented in this talk require if we made it does it change any of the other conclusions noa failure to recognize nonsequitur data tidbits is usually indicative of an argument that includes other errors,318,49,5.510204081632653,2,0,1,0
"Let's try to use a little kindness and common sense and not tell people on a public forum to ""shut ur mouth"". Read the forum rules, they might help your focus.
 
 -Mach",let us try to use a little kindness and common sense and not tell people on a public forum to shut ur mouth read the forum rules they might help your focus mach,170,32,4.1875,3,0,0,0
"But my relationship is between a man and woman. You would be asking marriage to be redefined to do that. Remember, part of what defines marriage is that it is between a man and woman.",but my relationship is between a man and woman you would be asking marriage to be redefined to do that remember part of what defines marriage is that it is between a man and woman,183,35,4.257142857142857,0,0,0,0
"The problem with happenstance origins is that there is no evidence, and it's simply not possible to falsify it. If we were able to prove so many scientific proceedures (from abiogenesis to radiometric dating - all based on the presupposition that there is no God) were indisputably true, then ID would be falsified. There is not enough supporting evidence for happenstance origins. Yet so much of happenstance origins is considered science, so all too often, there is no line between religion and science. ",the problem with happenstance origins is that there is no evidence and it is simply not possible to falsify it if we were able to prove so many scientific proceedures from abiogenesis to radiometric dating all based on the presupposition that there is no god were indisputably true then id would be falsified there is not enough supporting evidence for happenstance origins yet so much of happenstance origins is considered science so all too often there is no line between religion and science,506,83,5.096385542168675,1,0,0,0
"This is a separate issue, Voice of Reason. Some didn't understand how pro-choice people can say they personally wouldn't do something and/or think something is wrong but still support other's right to do it, and that's what I was answering.",this is a separate issue voice of reason some did not understand how prochoice people can say they personally would not do something andor think something is wrong but still support others right to do it and that is what i was answering,240,40,5.025,4,0,0,0
It may only be salvaging to you but to the parents involved it is body theft.Let me just ask you to step in our shoes for just 10 minutes imagine trawling around 100's of hospital labs and medical schools seeing all these poor little babies lined up in jars and i don't mean just a few there is up to 50 in each hospital and school imagine looking at those jars hoping that one of them is your child so you can at lastgive him the burial he/she deserves(a basic human right) yet at the same time praying that none of them are yours.Having done that can you still say that it is only salvage bearing in mind our children were only sent for post mortem and many of us have not seen them since?,it may only be salvaging to you but to the parents involved it is body theftlet me just ask you to step in our shoes for just minutes imagine trawling around s of hospital labs and medical schools seeing all these poor little babies lined up in jars and i do not mean just a few there is up to in each hospital and school imagine looking at those jars hoping that one of them is your child so you can at lastgive him the burial heshe deservesa basic human right yet at the same time praying that none of them are yourshaving done that can you still say that it is only salvage bearing in mind our children were only sent for post mortem and many of us have not seen them since,691,135,4.125925925925926,2,0,1,0
Obviously the correct thing to do is kill the zygote. The thing that bothers me about this whole thing is some of the people that said they would refuse to choose. This is characteristic of your typical wimpy religious copout and is nothing but a cheep avoidance tactic. These people are not the kind of people that should be making any important decisions that concern other people so I guess its just as well. A zygote is no more viable then a sperm. The attempt to call a zygote a living being is simply more evidence that the religious have no common sense.,obviously the correct thing to do is kill the zygote the thing that bothers me about this whole thing is some of the people that said they would refuse to choose this is characteristic of your typical wimpy religious copout and is nothing but a cheep avoidance tactic these people are not the kind of people that should be making any important decisions that concern other people so i guess its just as well a zygote is no more viable then a sperm the attempt to call a zygote a living being is simply more evidence that the religious have no common sense,561,103,4.456310679611651,0,0,0,0
And so does the Catholic Church.........They accept the homosexual but still condemn the homosexual act as they would any other sin.......,and so does the catholic churchthey accept the homosexual but still condemn the homosexual act as they would any other sin,138,21,5.619047619047619,0,0,0,0
lets see im going to ask you some questions.are you ?are you a ? do you have blue eyes? do you have brown eyes? now if you say NO to one of those things isnt that cosidered an answer? where i come from its yes or no.2 possible answers. not just yes every time to get what you want.,lets see im going to ask you some questionsare you are you a do you have blue eyes do you have brown eyes now if you say no to one of those things isnt that cosidered an answer where i come from its yes or no possible answers not just yes every time to get what you want,281,59,3.7796610169491527,0,0,5,0
"sonar is more than that; it's a method of communication.http://dsc.discovery.com/news/briefs/20041025/bat.htmlWhenever females heard sonar sounds from another female, they would call less frequently, likely to tune in to what the other female was communicating. According to the researchers, female bats interact mainly with other females in complex hierarchies during their lives, so that could be why they take more of an interest in echolocation sounds from their own sex......She told Discovery News, ""The connection of the two studies is in the idea that bat communication is more complex than previously documented, since research is finding a variety of social calls to be communicating territory defense and mate attraction, as well as sonar calls, previously thought to only function in prey capture and navigation, to also have a communication role."" ",sonar is more than that it is a method of communicationhttpdscdiscoverycomnewsbriefsbathtmlwhenever females heard sonar sounds from another female they would call less frequently likely to tune in to what the other female was communicating according to the researchers female bats interact mainly with other females in complex hierarchies during their lives so that could be why they take more of an interest in echolocation sounds from their own sexshe told discovery news the connection of the two studies is in the idea that bat communication is more complex than previously documented since research is finding a variety of social calls to be communicating territory defense and mate attraction as well as sonar calls previously thought to only function in prey capture and navigation to also have a communication role,861,128,5.7265625,3,0,0,0
"You hear that cry...allowing gays to marry will cause the downfall of civilization...but you never hear ""how"" or ""why""? More Chicken Little ####.",you hear that cryallowing gays to marry will cause the downfall of civilizationbut you never hear how or why more chicken little,145,23,5.3478260869565215,4,0,1,0
"I know the Pygmies live in Rain Forests now but these evolutions took place, according to you more than a hundred thousand years ago at the very least when the Weather patterns were completely different in Africa and everywhere for that matter. In addition, the OP states 5 genetic clusters based on 5 geographical Continents, that allows one for Africa, yet from that single cluster we get the shortest people on Earth and some of the tallest. Doesn't that cause you to question the reasonableness of this so called theory at all ? Or do you just blindly accept it because it comes to you in the guise of science ? And if it's science then it must be right, right ? emoticonXRolleyes",i know the pygmies live in rain forests now but these evolutions took place according to you more than a hundred thousand years ago at the very least when the weather patterns were completely different in africa and everywhere for that matter in addition the op states genetic clusters based on geographical continents that allows one for africa yet from that single cluster we get the shortest people on earth and some of the tallest does not that cause you to question the reasonableness of this so called theory at all or do you just blindly accept it because it comes to you in the guise of science and if it is science then it must be right right emoticonxrolleyes,684,123,4.569105691056911,2,0,3,0
"Now you're being ridiculous. The big bang is not the evolution of the universe. The words ""evolution of the universe"" do not necessarily entail the big bang. For example, brane theory offers an alternative theory to explain the evolution of the universe.But claiming that the ""evolution of the universe"" is part of the theory of evolution is somewhat like claiming that because Kate Hudson has achieved stardom, she is producing vast amounts of energy through hydrogen fusion. Why is it that creationists believe that every word has only a single meaning?By the way, I have always heard the creationist invention ""GTE"" referred to as the General Theory of Evolution - you know, as if there is some relation to the general theory of relativity.",now you are being ridiculous the big bang is not the evolution of the universe the words evolution of the universe do not necessarily entail the big bang for example brane theory offers an alternative theory to explain the evolution of the universebut claiming that the evolution of the universe is part of the theory of evolution is somewhat like claiming that because kate hudson has achieved stardom she is producing vast amounts of energy through hydrogen fusion why is it that creationists believe that every word has only a single meaningby the way i have always heard the creationist invention gte referred to as the general theory of evolution you know as if there is some relation to the general theory of relativity,743,124,5.0,7,0,1,0
"Well, there is now string theory, which has grown into M-theory, which may have a rational answer (at least a mathematical one). But calling it a theory is really a misnomer. It's more like a hypothetical model.But, do you have a rational explanation for the Big Bang?Or do you think that the Big Bang didn't happen?",well there is now string theory which has grown into mtheory which may have a rational answer at least a mathematical one but calling it a theory is really a misnomer it is more like a hypothetical modelbut do you have a rational explanation for the big bangor do you think that the big bang did not happen,316,56,4.660714285714286,2,0,2,0
I don't find it surprising. It's probably a strategic sacrifice on their part rather than a change in their personal views . They don't want to lose votes and possible support from gun owners for their priorities like health care reform because of a difference of opinion on gun control policy. They know that the Republicans are going to hit them with everything they've got during election time and exaggerated accusations about the Democrats wanting to take away people's guns would hurt them. The Republicans learned during the Clinton years that creating as much as paranoia as possible about the Democrats supporting big government is the way to regain a majority in Congress. It's all politics.,i do not find it surprising it is probably a strategic sacrifice on their part rather than a change in their personal views they do not want to lose votes and possible support from gun owners for their priorities like health care reform because of a difference of opinion on gun control policy they know that the republicans are going to hit them with everything they have got during election time and exaggerated accusations about the democrats wanting to take away peoples guns would hurt them the republicans learned during the clinton years that creating as much as paranoia as possible about the democrats supporting big government is the way to regain a majority in congress it is all politics,701,116,5.051724137931035,6,0,0,0
Because there is no evidence against the virgin birth and there is considerable evidence against Adam -- including the text of Genesis 1.,because there is no evidence against the virgin birth and there is considerable evidence against adam including the text of genesis,137,23,5.0,0,0,0,0
"I believe science can indeed tell us when it cannot be considered a ""person"" as we define a person legally. No mental existence for the simple reason that the hardware has yet to form. Protecting ""potential"" persons is beyond the scope of our Constitution IMO.",i believe science can indeed tell us when it cannot be considered a person as we define a person legally no mental existence for the simple reason that the hardware has yet to form protecting potential persons is beyond the scope of our constitution imo,260,45,4.8,4,0,0,0
"So according to one of the people who conducted the study don't go using their results as a tool for arguing against abortion.One woman I know had an abortion a short time after she was married. I also know she has regrets that she had the procedure. I considered what she had to say about her experience and thought about the 14 year old son she now has. From what she told me, I could plainly see she would never have had her son if she had not had her abortion as her circumstances would have changed beyond recognition. Perhaps she gets depressed about the child she never had because of her abortion. However, her son is a fantastic boy whom she loves very much. So we cannot simplify in quite the way you seem to infer that we can.",so according to one of the people who conducted the study do not go using their results as a tool for arguing against abortionone woman i know had an abortion a short time after she was married i also know she has regrets that she had the procedure i considered what she had to say about her experience and thought about the year old son she now has from what she told me i could plainly see she would never have had her son if she had not had her abortion as her circumstances would have changed beyond recognition perhaps she gets depressed about the child she never had because of her abortion however her son is a fantastic boy whom she loves very much so we cannot simplify in quite the way you seem to infer that we can,737,140,4.271428571428571,1,0,0,0
"Anti abortion people want to take a womens right to an abortion away period. Would you force someone to get a sonagram of a tumor and be forced to look at it and think ""do I really want to have this tumor removed?"" That is exactly what a fetus is and for some women that is how it is viewed.",anti abortion people want to take a womens right to an abortion away period would you force someone to get a sonagram of a tumor and be forced to look at it and think do i really want to have this tumor removed that is exactly what a fetus is and for some women that is how it is viewed,291,60,3.8666666666666667,2,0,1,0
The only reason why that makes no sense is that no one exists inside the embryo. It would be like writing about someone weeding their garden from a weeds point of view. The anthropomorphization of non-mental existant beings is implausible at least.,the only reason why that makes no sense is that no one exists inside the embryo it would be like writing about someone weeding their garden from a weeds point of view the anthropomorphization of nonmental existant beings is implausible at least,248,42,4.928571428571429,0,0,0,0
"Again, name one that is presented in high school. In fact, name several since you seem to think that there are several. And it really doesn't matter how many times you squeal about how you aren't talking about YEC, you are. You have been duped and you didn't even know it was going on. Why do the people of Kansas elect scientific illiterates to make decisions about science education. Why did they pay a panal of 27 scientists and science educators to write science standards, and then throw them out?",again name one that is presented in high school in fact name several since you seem to think that there are several and it really does not matter how many times you squeal about how you are not talking about yec you are you have been duped and you did not even know it was going on why do the people of kansas elect scientific illiterates to make decisions about science education why did they pay a panal of scientists and science educators to write science standards and then throw them out,502,90,4.588888888888889,3,0,1,0
"What do you mean by other definitions? Before you stated ""Creation is...."" thus it is implicit in this that you are arguing against a single homogonous construct. And it's embarrassing for you to realise that there's actually as much variance of opinion in this, as in evolution.",what do you mean by other definitions before you stated creation is thus it is implicit in this that you are arguing against a single homogonous construct and it is embarrassing for you to realise that there is actually as much variance of opinion in this as in evolution,279,47,4.957446808510638,4,0,1,0
